206.168.142.132	1029	206-168-142-132.att.com	AT&T Corp.	AS7018				407 Proxy Authentication Required	
144.161.177.58	443	edp-test.att.com;servicenow-test.att.com;scmintegration-apiservice-test.att.com;appt-test.az.cloud.att.com;attnow-onprem-dev.att.com	AT&T Services, Inc.	AS797				AT&amp;T Global Logon	
12.194.12.41	443	sasvpdl.callvantage.att.com;sasvpdl4r3vdna.ncs.att.com;sasvpdlr3vdna.att.com;sasvpdl2r4vdna.ncs.att.com;sasvpdl3r4vdna.ncs.att.com;sasvpdl3r3vdna.ncs.att.com;sasvpdl2r3vdna.ncs.att.com;sasvpdlr2vdna.att.com;sasvpdlbr4vdna.att.com;sasvpdlb.callvantage.att.com;sasvpdlr4vdna.att.com;sasvpdl1r2vdna.ncs.att.com;sasvpdl3r2vdna.ncs.att.com;sasvpdl1r3vdna.ncs.att.com;sasvpdlat4gavdna.att.com;sasvpdl1r4vdna.ncs.att.com;sasvpdl4r2vdna.ncs.att.com;sasvpdl2r2vdna.ncs.att.com;sasvpdlbr2vdna.att.com;sasvpdl4r4vdna.ncs.att.com;sasvpdlbr3vdna.att.com	AT&T Worldnet Services	AS7018	Apache httpd			Restricted Page	
144.160.241.222	443	b2bag.att.com	AT&T Services, Inc.	AS797				Integration Server Administrator	
12.194.12.24	443	utildl4r3vdna.ncs.att.com;utildl3r3vdna.ncs.att.com;utildl4r3vdna.att.com;utildl3r2vdna.ncs.att.com;utildl1r3vdna.ncs.att.com;utildl2r4vdna.ncs.att.com;utildl2r3vdna.att.com;utildl3r2vdna.att.com;utildl4r4vdna.ncs.att.com;utildl1r4vdna.ncs.att.com;utildl3r3vdna.att.com;utildl1r3vdna.att.com;utildl1r2vdna.ncs.att.com;utildl4r4vdna.att.com;utildl1r2vdna.att.com;utildl4r2vdna.ncs.att.com;utildl3r4vdna.att.com;utildl3r4vdna.ncs.att.com;utildl2r4vdna.att.com;utildl2r2vdna.att.com;utildl1r4vdna.att.com;utildl2r2vdna.ncs.att.com;utildl4r2vdna.att.com;utildl2r3vdna.ncs.att.com	AT&T Worldnet Services	AS7018	Apache httpd			Restricted Page	
20.85.64.181	443	expressticketing.stage-e.att.com;expressticketing.cloud.att.com;expressticketing.acss.att.com	Microsoft Corporation	AS8075	Microsoft Azure Application Gateway	v2		404 Not Found	
23.32.193.195	443	att-snow-calnet.idp.blogin.att.com;www.movies.att.net;portal.bellsouth.net;www.synaptic.att.com;test.currently.com;att-salesforce.idp.blogin.att.com;www.hometab.bellsouth.net;login-dev.attwifi.com;san1.attssl.com;smallbusiness.bellsouth.net;cloudapi.synaptic.att.com;www.uverse.com;business.bellsouth.net;www.pricechanges.bellsouth.net;test.attonlineoffers.com;fom-proxy.attwifi.com;review.attbelieves.com;www.attpurchasing.com;www.attsuppliers.com;test.attpurchasing.com;att-snow-calnet.test.blogin.att.com;login-dev1.attwifi.com;att-snow-lvmh.idp.blogin.att.com;uverse.com;att-csso.stage.blogin.att.com;portal.wholesale.att.com;www.dsl.bellsouth.net;att-hbomax.test.clogin.att.com;att-snow-lvmh.stage.blogin.att.com;switch2.bellsouth.net;www.hosting.bellsouth.net;ftp.pwp.att.net;www.pensionchoice.att.com;tchosted.synaptic.att.com;www.bellsouth.com;www.switchto.bellsouth.net;www.sbc.com;attonlineoffers.com;dsl.bellsouth.net;www.biz.bellsouth.net;www.shop.att.com;att-csso.idp.blogin.att.com;partner.api.att.net;fom.attwifi.com;test.gpvpn.att.com;www.enterprise.att.com;www.currently.net;att-snow-calnet.stage.blogin.att.com;pricechanges.bellsouth.net;att-hbomax.stage.clogin.att.com;www.carsonandquinn.com;geo.stage.att.com;www.attonlineoffers.com;att-hbomax.idp.clogin.att.com;www.customerservice.att.com;attpurchasing.com;fom-test.attwifi.com;attsuppliers.com;prtl-test.gpvpn.att.com;hr-access.test.att.com;icds.portal.att.net;www.roam.bellsouth.net;test.thanksloyalty.com;currently.com;test-portal.wholesale.att.com;orderstatus.test.att.com;test.cloudapi.synaptic.att.com;carsonandquinn.com;login.stage.att.net;www.itcanwait.com;www.business.bellsouth.net;home.secureapp.att.net;www.currently.com;att-globys.idp.blogin.att.com;login.attwifi.com;www.miportal.bellsouth.net;www.smallbusiness.att.net;att-yahoo.stage.att.net;att-salesforce.stage.blogin.att.com;www.switch2.bellsouth.net;www.my.att.net;test.synaptic.att.com;home.bellsouth.net;www.music.att.net;att-snow-lvmh.test.blogin.att.com;www.attbelieves.com;test.attsuppliers.com;itcanwait.com;clouduser-wdc1.synaptic.att.com;roam.bellsouth.net;a23-32-193-195.deploy.static.akamaitechnologies.com;www.elportal.att.net;www.mysmallbiz.att.net;switchto.bellsouth.net;www.thanksloyalty.com;www.research.att.com;att-yahoo.test.att.net;thanksloyalty.com;clouduser.synaptic.att.com;www.home.bellsouth.net;att-globys.stage.blogin.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
104.79.33.75	443	canopy-swu-playground.att.com;idptest.stage.blogin.att.com;ebondstaging.att.com;relay-attone.att.com;enterprisemm7.att.com;test-atttv-shopauth.att.com;inlet-access.att.com;canopy-leaf-playground.att.com;a104-79-33-75.deploy.static.akamaitechnologies.com;ebond.att.com;ebondtest.att.com;atttv-shopauth.att.com;relay-attone-qa.att.com;canopy-leaf.att.com;fiserv.idp.clogin.att.com;canopy-swu.att.com;fiserv.stage.clogin.att.com;inlet-access.stage.att.com;b2bprod.idp.blogin.att.com;ebondprod.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
78.13.225.253	443	ec2-78-13-225-253.mx-central-1.compute.amazonaws.com;registro-tiendas.web.mx.att.com	Amazon Data Services Mexico	AS16509	nginx	1.29.5		Vincula tu número ATT	
23.221.20.119	443	a23-221-20-119.deploy.static.akamaitechnologies.com;sasvpdl3r2vdna.itn.labs.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
23.64.142.99	443	sasvpdl3r2vdna.itn.labs.att.com;a23-64-142-99.deploy.static.akamaitechnologies.com	Akamai International, BV	AS16625	AkamaiGHost			Invalid URL	
23.48.70.13	443	sasvpdlr2vdna.itn.labs.att.com;a23-48-70-13.deploy.static.akamaitechnologies.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
23.35.85.180	443	canopy-swu-playground.att.com;idptest.stage.blogin.att.com;ebondstaging.att.com;relay-attone.att.com;enterprisemm7.att.com;test-atttv-shopauth.att.com;inlet-access.att.com;canopy-leaf-playground.att.com;ebond.att.com;ebondtest.att.com;atttv-shopauth.att.com;relay-attone-qa.att.com;canopy-leaf.att.com;a23-35-85-180.deploy.static.akamaitechnologies.com;fiserv.idp.clogin.att.com;canopy-swu.att.com;fiserv.stage.clogin.att.com;inlet-access.stage.att.com;b2bprod.idp.blogin.att.com;ebondprod.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
144.160.112.155	25	tlpd10004.enaf.dadc.sbc.com;egssmtp.it.att.com;egssmtpb.att.com	AT&T Services, Inc.	AS797					
23.79.54.44	443	att-snow-calnet.idp.blogin.att.com;www.movies.att.net;portal.bellsouth.net;www.synaptic.att.com;test.currently.com;att-salesforce.idp.blogin.att.com;www.hometab.bellsouth.net;login-dev.attwifi.com;san1.attssl.com;smallbusiness.bellsouth.net;cloudapi.synaptic.att.com;www.uverse.com;business.bellsouth.net;www.pricechanges.bellsouth.net;test.attonlineoffers.com;fom-proxy.attwifi.com;review.attbelieves.com;www.attpurchasing.com;www.attsuppliers.com;test.attpurchasing.com;att-snow-calnet.test.blogin.att.com;login-dev1.attwifi.com;att-snow-lvmh.idp.blogin.att.com;uverse.com;att-csso.stage.blogin.att.com;portal.wholesale.att.com;www.dsl.bellsouth.net;att-hbomax.test.clogin.att.com;att-snow-lvmh.stage.blogin.att.com;switch2.bellsouth.net;www.hosting.bellsouth.net;ftp.pwp.att.net;www.pensionchoice.att.com;tchosted.synaptic.att.com;www.bellsouth.com;www.switchto.bellsouth.net;www.sbc.com;attonlineoffers.com;dsl.bellsouth.net;a23-79-54-44.deploy.static.akamaitechnologies.com;www.biz.bellsouth.net;www.shop.att.com;att-csso.idp.blogin.att.com;partner.api.att.net;fom.attwifi.com;test.gpvpn.att.com;www.enterprise.att.com;www.currently.net;att-snow-calnet.stage.blogin.att.com;pricechanges.bellsouth.net;att-hbomax.stage.clogin.att.com;www.carsonandquinn.com;geo.stage.att.com;www.attonlineoffers.com;att-hbomax.idp.clogin.att.com;www.customerservice.att.com;attpurchasing.com;fom-test.attwifi.com;attsuppliers.com;prtl-test.gpvpn.att.com;hr-access.test.att.com;icds.portal.att.net;www.roam.bellsouth.net;test.thanksloyalty.com;currently.com;test-portal.wholesale.att.com;orderstatus.test.att.com;test.cloudapi.synaptic.att.com;carsonandquinn.com;login.stage.att.net;www.itcanwait.com;www.business.bellsouth.net;home.secureapp.att.net;www.currently.com;att-globys.idp.blogin.att.com;login.attwifi.com;www.miportal.bellsouth.net;www.smallbusiness.att.net;att-yahoo.stage.att.net;att-salesforce.stage.blogin.att.com;www.switch2.bellsouth.net;www.my.att.net;test.synaptic.att.com;home.bellsouth.net;www.music.att.net;att-snow-lvmh.test.blogin.att.com;www.attbelieves.com;test.attsuppliers.com;itcanwait.com;clouduser-wdc1.synaptic.att.com;roam.bellsouth.net;www.elportal.att.net;www.mysmallbiz.att.net;switchto.bellsouth.net;www.thanksloyalty.com;www.research.att.com;att-yahoo.test.att.net;thanksloyalty.com;clouduser.synaptic.att.com;www.home.bellsouth.net;att-globys.stage.blogin.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
2.19.65.59	443	canopy-swu-playground.att.com;idptest.stage.blogin.att.com;ebondstaging.att.com;relay-attone.att.com;enterprisemm7.att.com;test-atttv-shopauth.att.com;inlet-access.att.com;canopy-leaf-playground.att.com;ebond.att.com;ebondtest.att.com;atttv-shopauth.att.com;relay-attone-qa.att.com;canopy-leaf.att.com;a2-19-65-59.deploy.static.akamaitechnologies.com;fiserv.idp.clogin.att.com;canopy-swu.att.com;fiserv.stage.clogin.att.com;inlet-access.stage.att.com;b2bprod.idp.blogin.att.com;ebondprod.att.com	Akamai Technologies	AS16625	AkamaiGHost			Invalid URL	
35.166.215.143	443	RGDockerRegistry-prod-west.att.com;ec2-35-166-215-143.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	AS16509	AWS ELB	2.0		403 Forbidden	
23.15.103.10	443	canopy-swu-playground.att.com;idptest.stage.blogin.att.com;ebondstaging.att.com;relay-attone.att.com;enterprisemm7.att.com;test-atttv-shopauth.att.com;inlet-access.att.com;canopy-leaf-playground.att.com;ebond.att.com;a23-15-103-10.deploy.static.akamaitechnologies.com;ebondtest.att.com;atttv-shopauth.att.com;relay-attone-qa.att.com;canopy-leaf.att.com;fiserv.idp.clogin.att.com;canopy-swu.att.com;fiserv.stage.clogin.att.com;inlet-access.stage.att.com;b2bprod.idp.blogin.att.com;ebondprod.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
23.55.14.218	443	techdocs.acdn.att.com;a23-55-14-218.deploy.static.akamaitechnologies.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
3.20.178.237	443	safebreach01.eastus1.aws.3pc.att.com;safebreach01.westus1.aws.3pc.att.com;safebreach01.westus2.aws.3pc.att.com;safebreach01.eastus2.aws.3pc.att.com;safebreach01.aws.3pc.att.com;ec2-3-20-178-237.us-east-2.compute.amazonaws.com;safebreach01.tnet.att.com	Amazon Technologies Inc.	AS16509					
104.82.127.111	443	a104-82-127-111.deploy.static.akamaitechnologies.com;sasvpdlr2vdna.itn.labs.att.com	Akamai International, BV	AS16625	AkamaiGHost			Invalid URL	
34.232.152.121	443	sms.att.com;ec2-34-232-152-121.compute-1.amazonaws.com;sms-us-west-2.att.com;sms-us-east-1.att.com	Amazon Technologies Inc.	AS14618					
144.160.112.15	25	egssmtpb.att.com;egssmtp04.att.com;tlpd10002.enaf.dadc.sbc.com;egssmtp.it.att.com;egssmtp04b.att.com	AT&T Services, Inc.	AS797					
23.52.254.217	443	a23-52-254-217.deploy.static.akamaitechnologies.com;techdocs.acdn.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
91.218.67.227	443	www.googletagmanager.com;service.urchin.com;region1.analytics.google.com;region1.google-analytics.com;region1.analytics.app-measurement.com;region1.app-analytics-services.com;region1.att.app-measurement.com;googletagmanager.com;region1.app-analytics-services-att.com;analytics.app-measurement.com;urchin.com;googleoptimize.com;att.app-measurement.com;app-measurement.com;fps.goog;www.googleoptimize.com;app-analytics-services-att.com;app-analytics-services.com;ssl.google-analytics.com;region1.app-measurement.com;www.google-analytics.com;google-analytics.com	Oliver Horscht is trading as SYNLINQ	AS44486				301 Moved	
23.43.22.21	443	sasvpdlr2vdna.itn.labs.att.com;a23-43-22-21.deploy.static.akamaitechnologies.com	Akamai International, BV	AS16625	AkamaiGHost			Invalid URL	
